timestamp,interface,raw_tc_output
1776298825.878433,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 592 bytes 8 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 592 bytes 8 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.8909175,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 592 bytes 8 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 148b 2p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 592 bytes 8 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 148b 2p requeues 0"
1776298825.903511,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 740 bytes 10 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 160b 2p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 740 bytes 10 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 160b 2p requeues 0"
1776298825.9170032,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.929291,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.9413166,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.954017,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.9664404,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.9782748,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298825.990358,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.0034344,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 990 bytes 13 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.016022,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.029007,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.0406237,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.0527356,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.065192,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.077789,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.0901883,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.1021936,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 160b 2p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1308 bytes 15 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 160b 2p requeues 0"
1776298826.1149132,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.1273863,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.1403837,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.153027,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.164568,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.176519,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.1882846,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2009811,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2130258,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2247136,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2370906,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2492754,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2610939,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 211b 1p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1468 bytes 17 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 211b 1p requeues 0"
1776298826.2734587,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2859938,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.2976434,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.309646,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.3215806,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.333518,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.3453395,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.357052,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.368829,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.3808725,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.3925397,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.4052353,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
1776298826.4172342,s1-eth3,"qdisc htb 5: root refcnt 7 r2q 10 default 0x1 direct_packets_stat 0 direct_qlen 1000 |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0 | qdisc netem 10: parent 5:1 limit 10 delay 5ms |  Sent 1679 bytes 18 pkt (dropped 0, overlimits 0 requeues 0)  |  backlog 0b 0p requeues 0"
