sender,flow_id,flow_size_bytes,fct_ms
h3,baseline_flow2,1000000,125.431
h4,baseline_flow3,1000000,205.518
h1,baseline_flow0,1000000,3073.858
h2,baseline_flow1,1000000,5649.449
